ORGANISM_NAME,ORGANISM_NAME_OTHER,ORGANISM_CODE,ORGANISM_CLASS,TAX_ID,PARENT_TAX_ID,TAX_RANK,DIVISION,DIVISION_CODE,LINEAGE,STATUS,ACREATEDBY,ACREATEDDATE,AMODIFIEDBY,AMODIFIEDDATE
Abrothallus cladoniae,,,Fungi,1491766,941766,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Dothideomycetes incertae sedis; Abrothallales; Abrothallaceae; Abrothallus,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrothallus doliiformis,,,Fungi,1642264,941766,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Dothideomycetes incertae sedis; Abrothallales; Abrothallaceae; Abrothallus,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrothallus eriodermae,,,Fungi,1642265,941766,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Dothideomycetes incertae sedis; Abrothallales; Abrothallaceae; Abrothallus,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrothallus ertzii,,,Fungi,1642266,941766,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Dothideomycetes incertae sedis; Abrothallales; Abrothallaceae; Abrothallus,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrothallus etayoi,,,Fungi,1642253,941766,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Dothideomycetes incertae sedis; Abrothallales; Abrothallaceae; Abrothallus,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrothallus granulatae,,,Fungi,1642267,941766,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Dothideomycetes incertae sedis; Abrothallales; Abrothallaceae; Abrothallus,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrothallus hypotrachynae,,,Fungi,1491767,941766,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Dothideomycetes incertae sedis; Abrothallales; Abrothallaceae; Abrothallus,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrothallus kamchatica,,,Fungi,1642268,941766,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Dothideomycetes incertae sedis; Abrothallales; Abrothallaceae; Abrothallus,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrothallus nephromatis,,,Fungi,1642269,941766,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Dothideomycetes incertae sedis; Abrothallales; Abrothallaceae; Abrothallus,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrothallus parmeliarum,,,Fungi,1491768,941766,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Dothideomycetes incertae sedis; Abrothallales; Abrothallaceae; Abrothallus,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrothallus parmotrematis,,,Fungi,1491769,941766,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Dothideomycetes incertae sedis; Abrothallales; Abrothallaceae; Abrothallus,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrothallus secedens,,,Fungi,1491770,941766,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Dothideomycetes incertae sedis; Abrothallales; Abrothallaceae; Abrothallus,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrothallus suecicus,,,Fungi,1491771,941766,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Dothideomycetes incertae sedis; Abrothallales; Abrothallaceae; Abrothallus,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrothallus usneae,,,Fungi,1491772,941766,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Dothideomycetes incertae sedis; Abrothallales; Abrothallaceae; Abrothallus,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrothallus welwitschii,,,Fungi,1642272,941766,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Dothideomycetes incertae sedis; Abrothallales; Abrothallaceae; Abrothallus,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrothrix andinus,,,Mammalian,89096,156196,species,Rodents,ROD,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Sigmodontinae; Abrothrix,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrothrix hershkovitzi,,,Mammalian,573592,156196,species,Rodents,ROD,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Sigmodontinae; Abrothrix,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrothrix illuteus,,,Mammalian,978106,156196,species,Rodents,ROD,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Sigmodontinae; Abrothrix,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrothrix jelskii,,,Mammalian,241142,156196,species,Rodents,ROD,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Sigmodontinae; Abrothrix,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrothrix lanosus,,,Mammalian,553233,156196,species,Rodents,ROD,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Sigmodontinae; Abrothrix,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrothrix longipilis,,,Mammalian,29094,156196,species,Rodents,ROD,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Sigmodontinae; Abrothrix,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrothrix manni,,,Mammalian,1617949,156196,species,Rodents,ROD,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Sigmodontinae; Abrothrix,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrothrix markhami,,,Mammalian,430900,156196,species,Rodents,ROD,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Sigmodontinae; Abrothrix,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrothrix olivaceus,,,Mammalian,29098,156196,species,Rodents,ROD,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Sigmodontinae; Abrothrix,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrothrix sanborni,,,Mammalian,682468,156196,species,Rodents,ROD,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Sigmodontinae; Abrothrix,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrothrix xanthorhinus,,,Mammalian,156197,156196,species,Rodents,ROD,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Sigmodontinae; Abrothrix,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrus precatorius,,,,3816,3815,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; Abreae; Abrus,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrus pulchellus,,,,192852,3815,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; Abreae; Abrus,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Absconditella lignicola,,,Fungi,690294,232773,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Lecanoromycetes; OSLEUM clade; Ostropomycetidae; Ostropales; Stictidaceae; Absconditella,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Absconditella rubra,,,Fungi,1788989,232773,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Lecanoromycetes; OSLEUM clade; Ostropomycetidae; Ostropales; Stictidaceae; Absconditella,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Absconditella sphagnorum,,,Fungi,232774,232773,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Lecanoromycetes; OSLEUM clade; Ostropomycetidae; Ostropales; Stictidaceae; Absconditella,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Absidia anomala,,,Fungi,420591,4828,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Mucoromycota; Mucoromycotina; Mucorales; Cunninghamellaceae; Absidia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Absidia caatinguensis,,,Fungi,1765065,4828,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Mucoromycota; Mucoromycotina; Mucorales; Cunninghamellaceae; Absidia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Absidia caerulea,,,Fungi,90261,4828,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Mucoromycota; Mucoromycotina; Mucorales; Cunninghamellaceae; Absidia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Absidia californica,,,Fungi,327741,4828,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Mucoromycota; Mucoromycotina; Mucorales; Cunninghamellaceae; Absidia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Absidia cuneospora,,,Fungi,420592,4828,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Mucoromycota; Mucoromycotina; Mucorales; Cunninghamellaceae; Absidia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Absidia cylindrospora,,,Fungi,213030,4828,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Mucoromycota; Mucoromycotina; Mucorales; Cunninghamellaceae; Absidia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Absidia fusca,,,Fungi,983175,4828,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Mucoromycota; Mucoromycotina; Mucorales; Cunninghamellaceae; Absidia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Absidia glauca,,,Fungi,4829,4828,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Mucoromycota; Mucoromycotina; Mucorales; Cunninghamellaceae; Absidia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Absidia heterospora,,,Fungi,1126813,4828,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Mucoromycota; Mucoromycotina; Mucorales; Cunninghamellaceae; Absidia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Absidia idahoensis,,,Fungi,572091,4828,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Mucoromycota; Mucoromycotina; Mucorales; Cunninghamellaceae; Absidia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Absidia koreana,,,Fungi,1715862,4828,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Mucoromycota; Mucoromycotina; Mucorales; Cunninghamellaceae; Absidia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Absidia macrospora,,,Fungi,327742,4828,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Mucoromycota; Mucoromycotina; Mucorales; Cunninghamellaceae; Absidia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Absidia pseudocylindrospora,,,Fungi,420594,4828,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Mucoromycota; Mucoromycotina; Mucorales; Cunninghamellaceae; Absidia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Absidia psychrophilia,,,Fungi,327743,4828,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Mucoromycota; Mucoromycotina; Mucorales; Cunninghamellaceae; Absidia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Absidia reflexa,,,Fungi,255811,4828,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Mucoromycota; Mucoromycotina; Mucorales; Cunninghamellaceae; Absidia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Absidia repens,,,Fungi,90262,4828,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Mucoromycota; Mucoromycotina; Mucorales; Cunninghamellaceae; Absidia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Absidia sp.,,,Fungi,1982014,4828,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Mucoromycota; Mucoromycotina; Mucorales; Cunninghamellaceae; Absidia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Absidia spinosa,,,Fungi,126712,4828,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Mucoromycota; Mucoromycotina; Mucorales; Cunninghamellaceae; Absidia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Absidia stercoraria,,,Fungi,1816478,4828,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Mucoromycota; Mucoromycotina; Mucorales; Cunninghamellaceae; Absidia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abstoma purpureum,,,Fungi,676137,676136,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetidae; Agaricales; Agaricaceae; Abstoma,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abundisporus fuscopurpureus,,,Fungi,1185744,644899,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetes incertae sedis; Polyporales; Polyporaceae; Abundisporus,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abundisporus mollissimus,,,Fungi,1350020,644899,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetes incertae sedis; Polyporales; Polyporaceae; Abundisporus,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abundisporus pubertatis,,,Fungi,1185745,644899,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetes incertae sedis; Polyporales; Polyporaceae; Abundisporus,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abundisporus quercicola,,,Fungi,1304418,644899,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetes incertae sedis; Polyporales; Polyporaceae; Abundisporus,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abundisporus roseoalbus,,,Fungi,1304419,644899,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetes incertae sedis; Polyporales; Polyporaceae; Abundisporus,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abundisporus sclerosetosus,,,Fungi,644900,644899,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetes incertae sedis; Polyporales; Polyporaceae; Abundisporus,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abundisporus violaceus,,,Fungi,644904,644899,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetes incertae sedis; Polyporales; Polyporaceae; Abundisporus,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abuta dwyeriana,,,,1504159,341012,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; early-diverging eudicotyledons; Ranunculales; Menispermaceae; Menispermoideae; Anomospermeae; Abuta,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abuta grandifolia,,,,341013,341012,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; early-diverging eudicotyledons; Ranunculales; Menispermaceae; Menispermoideae; Anomospermeae; Abuta,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abuta panamensis,,,,1504160,341012,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; early-diverging eudicotyledons; Ranunculales; Menispermaceae; Menispermoideae; Anomospermeae; Abuta,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia boliviana,,,,138015,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia boormanii,,,,1174744,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia brachybotrya,,,,383634,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia brachyclada,,,,1280790,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
