ORGANISM_ID,ORGANISM_NAME,ORGANISM_DESCRIPTION,STRAIN_ID,STRAIN_TYPE,STRAIN_CODE,STRAIN_DESCRIPTION,STRAIN_NOTES,ORGANISM_CLASS,RISK_GROUP,PATHOGEN,BIOLOGIST,IMPORT_PERMIT,OXYGEN_PREF,ATMOSPHERE_PREF,NUTRIENT_PREF,BIOFILM_PREF,STATUS,ACREATEDBY,ACREATEDDATE,AMODIFIEDBY,AMODIFIEDDATE,TAX_ID,BIOL_APPROVAL,SPECIAL_PRECAUTION,STRAIN_TISSUE,SCREEN_PANEL,LAB_RESTRICTION,SEQUENCE,SEQUENCE_LINK,SEQUENCE_MLST,MTA_DOCUMENT,MTA_STATUS,GEN_TYPE
GN_1271,Klebsiella oxytoca,,221NK,,Ko ZM 221NK,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,31/MAY/22,ORGDB,17/AUG/22,,,,,CARBX-Zambia-CIDRZ,,,,,,,
GN_1272,Klebsiella pneumoniae,,1499NK-1,,Kp ZM 1499NK-1,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,31/MAY/22,ORGDB,17/AUG/22,,,,,CARBX-Zambia-CIDRZ,,,,,,,
GN_1273,Klebsiella pneumoniae,,2055NK-1,,Kp ZM 2055NK-1,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,31/MAY/22,ORGDB,17/AUG/22,,,,,CARBX-Zambia-CIDRZ,,,,,,,
GN_1274,Klebsiella pneumoniae,,217NK-1,,Kp ZM 217NK-1,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,31/MAY/22,ORGDB,17/AUG/22,,,,,CARBX-Zambia-CIDRZ,,,,,,,
GN_1275,Klebsiella pneumoniae,,2118N-1,,Kp ZM 2118N-1,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,31/MAY/22,ORGDB,17/AUG/22,,,,,CARBX-Zambia-CIDRZ,,,,,,,
GN_1276,Klebsiella pneumoniae,,2610NK-1,,Kp ZM 2610NK-1,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,31/MAY/22,ORGDB,17/AUG/22,,,,,CARBX-Zambia-CIDRZ,,,,,,,
GN_1277,Klebsiella pneumoniae,,4050NK-1,,Kp ZM 4050NK-1,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,31/MAY/22,ORGDB,17/AUG/22,,,,,CARBX-Zambia-CIDRZ,,,,,,,
GN_1278,Klebsiella pneumoniae,,4010UR,,Kp ZM 4010UR,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,31/MAY/22,ORGDB,17/AUG/22,,,,,CARBX-Zambia-CIDRZ,,,,,,,
GN_1279,Klebsiella pneumoniae,,4064UR,,Kp ZM 4064UR,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,31/MAY/22,ORGDB,17/AUG/22,,,,,CARBX-Zambia-CIDRZ,,,,,,,
GN_128,Klebsiella pneumoniae,,"Uoiypava, swt 29:01",Clinical Isolate;Resistant,,"Resistant Carbapenems (impermeability), ESBL + Carbapenemase (METALLO- OR KPC), Resistant GEN TOB NET AMI (AAC(6')+?)",Not pure culture; Sequencing indicates K.pneumoniae and P.mirabilis,Gram-Negative,RG2,,A.Elliott,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,573,,,,,PC2.3,,,,,,
GN_1280,Klebsiella pneumoniae,,2012BL54,,Kp ZM 2012BL54,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,31/MAY/22,ORGDB,17/AUG/22,,,,,CARBX-Zambia-CIDRZ,,,,,,,
GN_1281,Klebsiella pneumoniae,,2149N-1,,Kp ZM 2149N-1,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,31/MAY/22,ORGDB,17/AUG/22,,,,,CARBX-Zambia-CIDRZ,,,,,,,
GN_1282,Klebsiella pneumoniae,,2491BL83A,,Kp ZM 2491BL83A,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,31/MAY/22,ORGDB,17/AUG/22,,,,,CARBX-Zambia-CIDRZ,,,,,,,
GN_1283,Klebsiella pneumoniae,,2766BL85,,Kp ZM 2766BL85,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,31/MAY/22,ORGDB,17/AUG/22,,,,,CARBX-Zambia-CIDRZ,,,,,,,
GN_1284,Klebsiella pneumoniae,,2940NK-1,,Kp ZM 2940NK-1,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,31/MAY/22,ORGDB,17/AUG/22,,,,,CARBX-Zambia-CIDRZ,,,,,,,
GN_1285,Klebsiella pneumoniae,,2917BL93,,Kp ZM 2917BL93,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,31/MAY/22,ORGDB,17/AUG/22,,,,,CARBX-Zambia-CIDRZ,,,,,,,
GN_1286,Klebsiella pneumoniae,,2946A,,Kp ZM 2946A,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,31/MAY/22,ORGDB,17/AUG/22,,,,,CARBX-Zambia-CIDRZ,,,,,,,
GN_1287,Klebsiella pneumoniae,,3029BL98,,Kp ZM 3029BL98,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,31/MAY/22,ORGDB,17/AUG/22,,,,,CARBX-Zambia-CIDRZ,,,,,,,
GN_1288,Klebsiella pneumoniae,,3111BL-102,,Kp ZM 3111BL-102,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,31/MAY/22,ORGDB,17/AUG/22,,,,,CARBX-Zambia-CIDRZ,,,,,,,
GN_1289,Klebsiella pneumoniae,,3234BL-110,,Kp ZM 3234BL-110,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,31/MAY/22,ORGDB,17/AUG/22,,,,,CARBX-Zambia-CIDRZ,,,,,,,
GN_129,Klebsiella pneumoniae,,,Clinical Isolate;Resistant;Resistant XDR,,"Resistant Carbapenems (impermeability), ESBL + Carbapenemase (METALLO- OR KPC), Resistant TOB NET AMI (AAC(6')+?)","Media conditions: LB/ NA/ caMHB
a.k.a. 19_GR_14 (Pitt ME et al. 2018. doi: 10.1099/mgen.0.000158)",Gram-Negative,RG2,,A.Elliott,,Anaerobic Facultative,,,,0,ORGDB,10/OCT/17,ORGDB,27/AUG/21,573,,,,,PC2.3,WGS,NCBI SAMN04868739,258,,,"KPC-2, oqxA, oqxB, sul1, dfrA12, aac(6')lb-cr, mph(A)"
GN_1290,Klebsiella pneumoniae,,3252BL-111,,Kp ZM 3252BL-111,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,31/MAY/22,ORGDB,17/AUG/22,,,,,CARBX-Zambia-CIDRZ,,,,,,,
GN_1291,Klebsiella pneumoniae,,3280BL-115,,Kp ZM 3280BL-115,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,31/MAY/22,ORGDB,17/AUG/22,,,,,CARBX-Zambia-CIDRZ,,,,,,,
GN_1292,Klebsiella pneumoniae,,13BL118,,Kp ZM 13BL118,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,31/MAY/22,ORGDB,17/AUG/22,,,,,CARBX-Zambia-CIDRZ,,,,,,,
GN_1293,Klebsiella pneumoniae,,55BL-122,,Kp ZM 55BL-122,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,31/MAY/22,ORGDB,17/AUG/22,,,,,CARBX-Zambia-CIDRZ,,,,,,,
GN_1294,Klebsiella pneumoniae,,2075N-1,,Kp ZM 2075N-1,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,31/MAY/22,ORGDB,17/AUG/22,,,,,CARBX-Zambia-CIDRZ,,,,,,,
GN_1295,Klebsiella pneumoniae,,2310NK-1,,Kp ZM 2310NK-1,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,31/MAY/22,ORGDB,17/AUG/22,,,,,CARBX-Zambia-CIDRZ,,,,,,,
GN_1296,Klebsiella pneumoniae,,2716AN-1,,Kp ZM 2716AN-1,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,31/MAY/22,ORGDB,17/AUG/22,,,,,CARBX-Zambia-CIDRZ,,,,,,,
GN_1297,Pseudomonas aeruginosa,,2453NKU,,Pa ZM 2453NKU,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,31/MAY/22,ORGDB,17/AUG/22,,,,,CARBX-Zambia-CIDRZ,,,,,,,
GN_1298,Klebsiella pneumoniae,,K3324,Clinical Isolate,,,"Provided by Olga Pacios (INIBIC, University of A Coru�a, Spain)",Gram-Negative,RG2,Pathogen,,,Aerobic,,,,1,ORGDB,02/JUN/22,uqwzhon4,11/OCT/22,,,,,,PC2.2,,European BioProject PRJEB10018,,MTA_Queensland-FPNS - FEA,,"blaSHV-1, sul1, OqxA, OqxB, fosA6, point mutations in acrR"
GN_1299,Klebsiella pneumoniae,,K3325,Clinical Isolate,,,"Provided by Olga Pacios (INIBIC, University of A Coru�a, Spain)",Gram-Negative,RG2,,,,Aerobic,,,,,ORGDB,02/JUN/22,,,,,,,,PC2.2,SAMEA3649525,NCBI SAMEA3649525,,MTA_Queensland-FPNS - FEA,,"blaSHV-26, blaSHV-98, bla-SHV78, fosA, OqxB, OqxA, ompK36, ompK37, point mutations acrR"
GN_130,Acinetobacter baumannii complex,,CI 200670770:01,Clinical Isolate,Ab.cmplx,"Resistant Carbapenems (impermeability), METALLO- OR OXA, Carbapenemase",,Gram-Negative,RG2,,A.Elliott,,Aerobic,,,,1,ORGDB,10/OCT/17,a.elliott,25/JAN/21,470,,,,,PC2.3,,,,,,
GN_1300,Klebsiella pneumoniae,,K2534,Clinical Isolate,,,"Provided by Olga Pacios (INIBIC, University of A Coru�a, Spain)",Gram-Negative,RG2,,,,Aerobic,,,,1,ORGDB,02/JUN/22,uqaelli3,05/JUL/22,,,,,,PC2.2,WRXG00000000,NCBI WRXG00000000,,MTA_Queensland-FPNS - FEA,,blaOXA-245
GN_131,Klebsiella pneumoniae,,"Uonpava, 100575214:01",Clinical Isolate;Resistant XDR,,"Resistant Carbapenems (impermeability), ESBL + Carbapenemase (METALLO- OR KPC), Resistant GEN TOB NET AMI (AAC(6')+?)","Media conditions: LB/ NA/ caMHB
a.k.a. 20_GR_12 (Pitt ME et al. 2018. doi: 10.1099/mgen.0.000158)",Gram-Negative,RG2,,A.Elliott,,Anaerobic Facultative,,,,0,ORGDB,10/OCT/17,a.elliott,24/JUN/20,573,,,,,PC2.3,WGS,NCBI SAMN04868740,258,,,"KPC-2, OXA-9, TEM-1B, oqxA, oqxB, sul2, tet(A), dfrA14, aac(6')Ib-cr"
GN_132,Klebsiella pneumoniae,,"Oyra, 100648267:01",Clinical Isolate;Resistant MDR,,"Resistant Carbapenems (impermeability), ESBL + Carbapenemase (METALLO- OR KPC), Resistant GEN TOB NET AMI (AAC(6')+?)","Re-classified as: Klebsiella quasipneumoniae.
Media conditions: LB/ NA/ caMHB
a.k.a. 21_GR_13 (Pitt ME et al. 2018. doi: 10.1099/mgen.0.000158)",Gram-Negative,RG2,,A.Elliott,,Anaerobic Facultative,,,,0,ORGDB,10/OCT/17,ORGDB,27/AUG/21,573,,,,,PC2.3,WGS,NCBI SAMN04868741,2401,,,"OKP-A-8, VIM-1, QnrA1, sul1, dfrA1, mph(A) "
GN_133,Klebsiella pneumoniae,,"Ptyela, 100533031:01",Clinical Isolate;Resistant;Resistant XDR,,"Resistant Carbapenems (impermeability), ESBL + Carbapenemase (METALLO- OR KPC), Resistant GEN TOB NET AMI (AAC(6')+?)","Media conditions: LB/ NA/ caMHB
a.k.a. 22_GR_12 (Pitt ME et al. 2018. doi: 10.1099/mgen.0.000158)",Gram-Negative,RG2,,A.Elliott,,Anaerobic Facultative,,,,0,ORGDB,10/OCT/17,ORGDB,27/AUG/21,573,,,,,PC2.3,WGS,NCBI SAMN04868742,258,,,"KPC-2, TEM-1D, oqxA, oqxB, sul2, dfrA14, aac(6')Ib-cr, mph(A)"
GN_134,Klebsiella pneumoniae,,"Koprana, 10055833:01",Clinical Isolate;Resistant;Resistant XDR,,"Resistant Carbapenems (impermeability), ESBL + Carbapenemase (METALLO- OR KPC), Resistant GEN TOB NET AMI (AAC(6')+?)","Polymyxin heteroresistance.
Media conditions: LB/ NA/ caMHB
a.k.a. 23_GR_12 (Pitt ME et al. 2018. doi: 10.1099/mgen.0.000158)",Gram-Negative,RG2,,A.Elliott,,Anaerobic Facultative,,,,0,ORGDB,10/OCT/17,ORGDB,27/AUG/21,573,,,,,PC2.3,WGS,NCBI SAMN04868743,258,,,"KPC-2, OXA-10, OXA-9, TEM-1A, VEB-1, CatA1, cmlA1, oqxA, oqxB, sul1, sul2, tet(A), tet(G), dfrA12, dfrA14, dfrA23, aac(6')Ib-cr, mph(A), ARR-2"
GN_135,Klebsiella pneumoniae,,"Koprana, 200667265:01",Resistant;Clinical Isolate;Resistant XDR,,"Resistant Carbapenems (impermeability), ESBL + Carbapenemase (METALLO- OR KPC), Resistant GEN TOB NET AMI (AAC(6')+?)","Media conditions: LB/ NA/ caMHB
a.k.a. 24_GR_13 (Pitt ME et al. 2018. doi: 10.1099/mgen.0.000158)",Gram-Negative,RG2,,A.Elliott,,Anaerobic Facultative,,,,0,ORGDB,10/OCT/17,ORGDB,08/MAR/19,573,,,,,PC2.3,WGS,NCBI SAMN04868744,258,,,
GN_136,Klebsiella pneumoniae,,"Oyra, 100974831:01",Clinical Isolate;Resistant,,KPC+,,Gram-Negative,RG2,,A.Elliott,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,573,,,,,PC2.3,,,,,,
GN_137,Klebsiella pneumoniae,,"Kalliergeia Apo, 201073101:01",Clinical Isolate;Resistant,,"Resistant Carbapenems (impermeability), ESBL + Carbapenemase (METALLO- OR KPC), Resistant GEN TOB NET AMI (AAC(6')+?)",,Gram-Negative,RG2,,A.Elliott,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,573,,,,,PC2.3,,,,,,
GN_138,Klebsiella pneumoniae,,"Koprana, 100892985:01",Clinical Isolate;Resistant,,"Resistant Carbapenems (impermeability), ESBL + Carbapenemase (METALLO- OR KPC), Resistant GEN TOB NET AMI (AAC(6')+?)",,Gram-Negative,RG2,,A.Elliott,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,573,,,,,PC2.3,,,,,,
GN_139,Klebsiella pneumoniae,,"Koprana, 101091858:01",Clinical Isolate;Resistant,,KPC+,,Gram-Negative,RG2,,A.Elliott,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,573,,,,,PC2.3,,,,,,
GN_140,Klebsiella pneumoniae,,101085300:01,Clinical Isolate;Resistant,,"KPC+, MBL+",,Gram-Negative,RG2,,A.Elliott,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,573,,,,,PC2.3,,,,,,
GN_141,Klebsiella pneumoniae,,"Koprana, 101084868:01",Clinical Isolate;Resistant,,"KPC+, MBL+",,Gram-Negative,RG2,,A.Elliott,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,573,,,,,PC2.3,,,,,,
GN_142,Klebsiella pneumoniae,,"Koprana, 101070199:01",Clinical Isolate;Resistant,,KPC+,,Gram-Negative,RG2,,A.Elliott,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,573,,,,,PC2.3,,,,,,
GN_143,Klebsiella pneumoniae,,"Koprana, 101031693:01",Clinical Isolate;Resistant,,KPC+,,Gram-Negative,RG2,,A.Elliott,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,573,,,,,PC2.3,,,,,,
GN_144,Klebsiella pneumoniae,,"Koprana, 101010267:01",Clinical Isolate;Resistant,,KPC+,,Gram-Negative,RG2,,A.Elliott,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,573,,,,,PC2.3,,,,,,
GN_145,Klebsiella pneumoniae,,"Oyra, 100978836:01",Clinical Isolate;Resistant,,KPC+,,Gram-Negative,RG2,,A.Elliott,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,573,,,,,PC2.3,,,,,,
GN_146,Klebsiella pneumoniae,,"Koprana, Swe 24:01",Clinical Isolate;Resistant,,"Resistant Carbapenems (impermeability), ESBL + Carbapenemase (METALLO- OR KPC), Resistant GEN TOB NET AMI (AAC(6')+?)",,Gram-Negative,RG2,,A.Elliott,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,573,,,,,PC2.3,,,,,,
GN_147,Acinetobacter baumannii complex,,CI 100600863:01,Clinical Isolate,Ab.cmplx,"Resistant Carbapenems (impermeability), Carbapenemase (METALLO- OR OXA)",,Gram-Negative,RG2,,A.Elliott,,Aerobic,,,,1,ORGDB,10/OCT/17,a.elliott,25/JAN/21,470,,,,,PC2.2,,,,,,
GN_148,Acinetobacter baumannii complex,,CI 100640406:01,Clinical Isolate,Ab.cmplx,"Resistant Carbapenems (impermeability), Carbapenemase (METALLO- OR OXA)",,Gram-Negative,RG2,,A.Elliott,,Aerobic,,,,1,ORGDB,10/OCT/17,a.elliott,25/JAN/21,470,,,,,PC2.2,,,,,,
GN_149,Acinetobacter johnsonii,,ATCC 17909,Type,Ac.jo,Type strain,Broth:NB/MHB - Agar: NA/TSA+Blood,Gram-Negative,RG2,,S.Ramu,,Aerobic Obligate,,,,0,ORGDB,10/OCT/17,ORGDB,17/JAN/19,40214,,,,Antibiogram GN,PC2.2,,,,,,
GN_150,Enterobacter aerogenes,,ATCC 13048,Control,En.ae,"Used in assays and bacterial resistance testing, and as a quality control",Klebsiella aerogenes,Gram-Negative,RG1,,M.Hassan,,Anaerobic Facultative,,,,1,ORGDB,10/OCT/17,ORGDB,06/JUL/21,548,,,,Antibiogram GN,PC2.2,,,,,,
GN_151,Stenotrophomonas maltophilia,,ATCC 13637,Control,,Quality control strain for BBL products,,Gram-Negative,RG1,,M.Hassan,,Aerobic,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,40324,,,,,PC2.1,,,,,,
GN_152,Proteus mirabilis,,ATCC 21718,,Pr.mi,,,Gram-Negative,RG2,,M.Hassan,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,584,,,,Antibiogram GN,PC2.1,,,,,,
GN_153,Providencia stuartii,,ATCC 49809,Control,Pr.st,Quality control strain for MicroScan products,,Gram-Negative,RG1,,M.Hassan,,Aerobic,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,588,,,,Antibiogram GN,PC2.2,,,,,,
GN_154,Klebsiella pneumoniae,,CI 10os 101113592:01,Clinical Isolate;Resistant,,"Resistant Carbapenems (impermeability), Carbapenemase (METALLO-OR OXA). Resistant GEN TOB NET AMI (AAC(6`)+?)",Also grows well in TSB/NB & on TSA/NA,Gram-Negative,RG2,,A.Elliott,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,573,,,,,PC2.3,,,,,,
GN_155,Klebsiella pneumoniae,,CI MEU 201113604:01,Resistant;Clinical Isolate,,"Resistant Carbapenems (impermeability), ESBL + Carbapenemase (METALLO- OR KPC). Resistant GEN TOB NET AMI (AAC(6`)+?)",Also grows well in TSB/NB & on TSA,Gram-Negative,RG2,,A.Elliott,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,573,,,,,PC2.3,,,,,,
GN_156,Klebsiella pneumoniae,,CI MAF 101140711:01,Clinical Isolate;Resistant,,"Resistant Carbapenems (impermeability), ESBL + Carbapenemase (METALLO- OR KPC). Resistant GEN TOB NET AMI (AAC(6`)+?)",Also grows well in TSB/NB & on TSA,Gram-Negative,RG2,,A.Elliott,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,573,,,,,PC2.3,,,,,,
GN_157,Klebsiella pneumoniae,,CI MEU 101257368:01,Clinical Isolate;Resistant,,"Resistant Carbapenems (impermeability), ESBL + Carbapenemase (METALLO- OR KPC). Resistant GEN TOB NET AMI (AAC(6`)+?)",Also grows well in TSB/NB & on TSA,Gram-Negative,RG2,,A.Elliott,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,573,,,,,PC2.3,,,,,,
GN_158,Klebsiella pneumoniae,,CI MEU 101289118:01,Clinical Isolate;Resistant,,"Resistant Carbapenems (impermeability), ESBL + Carbapenemase (METALLO- OR KPC). Resistant GEN TOB NET AMI (AAC(6`)+?)",Also grows well in TSB/NB & on TSA,Gram-Negative,RG2,,A.Elliott,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,573,,,,,PC2.3,,,,,,
GN_159,Klebsiella pneumoniae,,CI MEU 101316866:01,Clinical Isolate;Resistant,,"Resistant Carbapenems (impermeability), ESBL + Carbapenemase (METALLO- OR KPC). Resistant GEN TOB NET AMI (AAC(6`)+?)",Also grows well in TSB/NB & on TSA,Gram-Negative,RG2,,A.Elliott,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,573,,,,,PC2.3,,,,,,
GN_160,Klebsiella pneumoniae,,CI MEU 101313515:01,Clinical Isolate;Resistant,,"Resistant Carbapenems (impermeability), ESBL + Carbapenemase (METALLO- OR KPC). Resistant GEN TOB NET AMI (AAC(6`)+?)",Also grows well in TSB/NB & on TSA/NA,Gram-Negative,RG2,,A.Elliott,,Anaerobic Facultative,,,,1,ORGDB,10/OCT/17,uqtduar2,15/AUG/22,573,,,,,PC2.3,,,,,,
GN_161,Acinetobacter baumannii,,CI MEU 101313767:01,Clinical Isolate;Resistant,,"Resistant Carbapenems (impermeability), Carbapenemase (METALLO-OR OXA) ",Also grows well in TSB/NB & on TSA/Blood but colonies too big,Gram-Negative,RG2,,A.Elliott,,Aerobic,,,,1,ORGDB,10/OCT/17,a.elliott,24/JUN/20,470,,,,,PC2.3,,,,,,
GN_162,Pseudomonas aeruginosa,,MEU,Clinical Isolate;Resistant,,High level R + R Carbapenems (imper),"Mixed culture_KP PmxR, PA PmxS ",Gram-Negative,RG2,,A.Elliott,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,287,,,,,PC2.3,,,,,,
GN_163,Acinetobacter baumannii,,CI MEU 101241718:01,Clinical Isolate;Resistant,,Resistant Carbapenems (impermeability),Also grows well in TSB/NB & on TSA/NA,Gram-Negative,RG2,,A.Elliott,,Aerobic,,,,1,ORGDB,10/OCT/17,a.elliott,24/JUN/20,470,,,,,PC2.3,,,,,,
GN_164,Acinetobacter baumannii,,CI MEU 101245223:01,Clinical Isolate;Resistant,,"Resistant Carbapenems (impermeability), Carbapenemase (METALLO-OR OXA) ",Also grows well in TSB/NB & on TSA/NA,Gram-Negative,RG2,,A.Elliott,,Aerobic,,,,1,ORGDB,10/OCT/17,a.elliott,24/JUN/20,470,,,,,PC2.3,,,,,,
GN_165,Acinetobacter baumannii,,CI MEU 101203009:01,Clinical Isolate;Resistant,,Resistant Carbapenems (impermeability),Also grows well in TSB/NB & on TSA/NA,Gram-Negative,RG2,,A.Elliott,,Aerobic,,,,1,ORGDB,10/OCT/17,a.elliott,24/JUN/20,470,,,,,PC2.3,,,,,,
GN_166,Escherichia coli,,MS3137,Control,,"515958 (EC958/S46) ESBL isolate (2005) (O25, ST131) ",Media conditions: LB/ caMHB,Gram-Negative,RG2,,M.Pitt,,,,,,0,ORGDB,10/OCT/17,ORGDB,17/JAN/19,562,,,,,PC2.2,,,,,,
GN_167,Escherichia coli,,MS7189,Mutant Induced;Resistant,,"515958 (EC958/S46) ESBL isolate (2005) (O25, ST131) ","Induced resistance against Octapeptin C4.
MIC reverts to susceptible (4 mg/L) even when inoculated with 16 mg/L octapeptin C4. 
Media conditions: LB/ caMHB.",Gram-Negative,RG2,,M.Pitt,,Anaerobic Facultative,,,,0,ORGDB,10/OCT/17,ORGDB,17/JAN/19,562,,,,,PC2.2,,,,,,
GN_168,Escherichia coli,,MS7190,Mutant Induced;Resistant,,"515958 (EC958/S46) ESBL isolate (2005) (O25, ST131) ","Induced resistance against Octapeptin C4.
MIC reverts to susceptible (4 mg/L) even when inoculated with 16 mg/L octapeptin C4. 
Media conditions: LB/ caMHB.",Gram-Negative,RG2,,M.Pitt,,Anaerobic Facultative,,,,0,ORGDB,10/OCT/17,ORGDB,17/JAN/19,562,,,,,PC2.2,,,,,,
GN_169,Escherichia coli,,MS7191,Mutant Induced;Resistant,,562	Induced resistance against Octapeptin C4,"Induced resistance against Octapeptin C4.
MIC reverts to susceptible (4 mg/L) even when inoculated with 16 mg/L octapeptin C4. 
Media conditions: LB/ caMHB.",Gram-Negative,RG2,,M.Pitt,,Anaerobic Facultative,,,,0,ORGDB,10/OCT/17,ORGDB,17/JAN/19,562,,,,,PC2.3,,,,,,
GN_170,Escherichia coli,,MS7192,Mutant Induced;Resistant,,"515958 (EC958/S46) ESBL isolate (2005) (O25, ST131) ","Induced resistance against Octapeptin C4. MIC reverts to susceptible (4 mg/L) even when inoculated with 16 mg/L octapeptin C4. 
Media conditions: LB/ caMHB.",Gram-Negative,RG2,,M.Pitt,,Anaerobic Facultative,,,,0,ORGDB,10/OCT/17,ORGDB,17/JAN/19,562,,,,,PC2.2,,,,,,
GN_171,Escherichia coli,,ATCC 700926,Mutant GMO,,MG1655 K-12 Substr,Derived from parent strain W1485 by acridine orange curing of the F plasmid,Gram-Negative,RG1,,A.Elliott,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,562,,,,,PC2.1,,,,,,
GN_172,Escherichia coli,,ATCC 43745,,Ec Rough,J5,Rough LPS strain,Gram-Negative,RG2,,S.Ramu,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,562,,,,Antibiogram GN,PC2.2,,,,,,
GN_173,Aliivibrio fischeri,,,Control,,bioluminescent photobacterium,formerly Vibrio Fischeri,Gram-Negative,RG1,,M.Amado,,Anaerobic Facultative,Aerobic,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,668,,,,,PC2.1,,,,,,
GN_174,Aliivibrio fischeri,,,Control,,bioluminescent photobacterium,formerly Vibrio Fischeri,Gram-Negative,RG1,,M.Amado,,Anaerobic Facultative,Aerobic,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,668,,,,,PC2.1,,,,,,
GN_175,Escherichia coli,,CFT073; ATCC 700928,Clinical Isolate,Ec UPEc CI,UPEC,,Gram-Negative,RG2,,A.Chan,,Anaerobic Facultative,,,,1,ORGDB,10/OCT/17,g.lowe,22/OCT/19,562,,,,Antibiogram GN,PC2.2,,,,,,
GN_176,Escherichia coli,,PTA-5073,Control,,Competent Cells ,Media conditions: LB/ caMHB,Gram-Negative,RG2,,A.Chan,,Anaerobic Facultative,,,,0,ORGDB,10/OCT/17,ORGDB,17/JAN/19,562,,,,,PC2.1,,,,,,
GN_177,Pseudomonas aeruginosa,,FADDI-PA067,Clinical Isolate;Resistant,Pa R(PMB) CI,Polymyxin resistant,16S ID confirmed species as Pseudomonas aeruginosa,Gram-Negative,RG2,,A.Elliott,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,287,,,,Antibiogram GN,PC2.3,,,,,,
GN_178,Escherichia coli,,GMO (Parent: CFT073; ATCC 700928),Mutant GMO,,WaaL mutant (parent: UPEC CFT073; ATCC 700928),Media conditions: LB/ caMHB,Gram-Negative,RG2,,A.Chan,,Anaerobic Facultative,,,,0,ORGDB,10/OCT/17,ORGDB,17/JAN/19,562,,,,,PC2.1,,,,,,
